mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift,decision_flipped
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,-0.1,15.734375,-2.856689453125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,-0.1,14.234375,-2.609375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,-0.1,15.671875,-2.9609375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,-0.1,-21.25,0.84375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,-0.1,-21.65625,0.40625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,-0.1,-21.71875,0.625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,-0.1,-18.578125,1.046875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,-0.1,-21.8125,0.78125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,-0.1,-22.5625,0.21875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,-0.1,-22.46875,0.34375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,-0.1,-22.125,0.71875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,-0.1,-21.75,0.34375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,-0.1,-21.4375,1.125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-10.771998068349653,-2.8581745158075282,0.02303079329431057,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,-0.05,16.8125,-0.98828125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.012229328975081444,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,-0.05,16.328125,-1.43359375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,-0.05,16.76953125,-1.4931640625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,-0.05,17.703125,-1.015625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,-0.05,16.78125,-1.701171875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,-0.05,15.84375,-1.515625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,-0.05,17.046875,-1.416015625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,-0.05,16.9140625,-1.677001953125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,-0.05,15.296875,-1.546875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,-0.05,17.32421875,-1.30859375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,-0.05,-22.28125,-0.1875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,-0.05,-22.3125,-0.25,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,-0.05,-22.6875,-0.34375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,-0.05,-19.90625,-0.28125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,-0.05,-22.6875,-0.09375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,-0.05,-22.875,-0.09375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,-0.05,-23.625,-0.8125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,-0.05,-23.0,-0.15625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,-0.05,-22.53125,-0.4375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,-0.05,-22.71875,-0.15625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,-5.3859990341748265,-1.4290872579037641,0.01274123601615429,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.0,17.80078125,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.0,17.76171875,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.0,18.2626953125,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.0,18.71875,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.0,18.482421875,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.0,17.359375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.0,18.462890625,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.0,18.591064453125,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.0,16.84375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.0,18.6328125,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.0,-22.09375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.0,-22.0625,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.0,-22.34375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.0,-19.625,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.0,-22.59375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.0,-22.78125,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.0,-22.8125,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.0,-22.84375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.0,-22.09375,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.0,-22.5625,0.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.05,18.71875,0.91796875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.01572510413825512,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.05,18.4375,0.67578125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.05,19.2109375,0.9482421875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.05,19.6484375,0.9296875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.05,19.265625,0.783203125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.05,18.33740234375,0.97802734375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.05,19.2421875,0.779296875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.05,19.2578125,0.666748046875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.0168358962982893,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.05,18.0361328125,1.1923828125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.05,19.6328125,1.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.05,-20.3125,1.78125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.05,-20.46875,1.59375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.05,-20.703125,1.640625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.05,-17.859375,1.765625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.05,-21.0,1.59375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.05,-21.0,1.78125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.05,-21.78125,1.03125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.05,-21.625,1.21875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.05,-20.421875,1.671875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.05,-21.09375,1.46875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,5.3859990341748265,1.4290872579037641,0.017129091545939445,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.1,19.3203125,1.51953125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.036503806710243225,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.1,19.3671875,1.60546875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.03885747864842415,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.1,19.8515625,1.5888671875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.03885747864842415,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.1,20.375,1.65625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.03885747864842415,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.1,19.9296875,1.447265625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.03885747864842415,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.1,19.140625,1.78125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.0388740673661232,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.1,20.0234375,1.560546875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.0388740673661232,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.1,20.0625,1.471435546875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.0388740673661232,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.1,18.84375,2.0,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.1,20.3125,1.6796875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.1,-18.03125,4.0625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.1,-18.265625,3.796875,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.1,-17.9443359375,4.3994140625,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.1,-14.8125,4.8125,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.1,-18.34765625,4.24609375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.1,-18.421875,4.359375,warmth,competence,cross_axis,,raw,additive,sd_matched,3.768838469720317,10.771998068349653,2.8581745158075282,0.04016207158565521,False
