mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift,decision_flipped
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_055,-0.1,16.9140625,-0.1875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_055,-0.1,17.263671875,-0.353515625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_055,-0.1,17.216796875,-0.111328125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_055,-0.1,16.81591796875,0.00341796875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_055,-0.1,-21.65625,0.65625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_055,-0.1,-19.1875,0.90625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_055,-0.1,-20.53125,1.46875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_055,-0.1,-21.8125,0.15625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_055,-0.1,-20.75,1.0625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_055,-0.1,-19.75,1.5625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_055,-0.1,-20.15625,1.1875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_055,-0.1,-20.15625,0.90625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_055,-0.1,-19.703125,1.328125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00021639240731019527,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_055,-0.1,-20.609375,1.234375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.52514561550754,-2.5954656713813824,0.00022210253519006073,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_055,-0.05,17.4326171875,0.2763671875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,5.7213310356019065e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_055,-0.05,17.546875,0.109375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,5.7213310356019065e-05,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_055,-0.05,17.0703125,0.3515625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,6.352811760734767e-05,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_055,-0.05,17.283203125,0.392578125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,6.739012314938009e-05,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_055,-0.05,17.689453125,0.228515625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,6.739012314938009e-05,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_055,-0.05,16.890625,0.34375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,7.275334792211652e-05,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_055,-0.05,17.50390625,0.40234375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,7.275334792211652e-05,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_055,-0.05,17.69140625,0.07421875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,7.275334792211652e-05,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_055,-0.05,17.70166015625,0.37353515625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_055,-0.05,17.1953125,0.3828125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_055,-0.05,-22.5,-0.1875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_055,-0.05,-19.875,0.21875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_055,-0.05,-22.125,-0.125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_055,-0.05,-22.375,-0.40625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_055,-0.05,-21.875,-0.0625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_055,-0.05,-20.796875,0.515625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_055,-0.05,-21.4375,-0.09375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_055,-0.05,-20.84375,0.21875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_055,-0.05,-21.15625,-0.125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_055,-0.05,-21.71875,0.125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,-0.26257280775377,-1.2977328356906912,9.975885768653825e-05,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_055,0.0,17.15625,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_055,0.0,17.4375,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_055,0.0,16.71875,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_055,0.0,16.890625,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_055,0.0,17.4609375,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_055,0.0,16.546875,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_055,0.0,17.1015625,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_055,0.0,17.6171875,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_055,0.0,17.328125,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_055,0.0,16.8125,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_055,0.0,-22.3125,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_055,0.0,-20.09375,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_055,0.0,-22.0,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_055,0.0,-21.96875,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_055,0.0,-21.8125,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_055,0.0,-21.3125,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_055,0.0,-21.34375,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_055,0.0,-21.0625,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_055,0.0,-21.03125,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_055,0.0,-21.84375,0.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.0,0.0,0.0,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_055,0.05,16.625,-0.53125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,5.2087256335653365e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_055,0.05,16.90625,-0.53125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,5.2087256335653365e-05,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_055,0.05,16.125,-0.59375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,5.923215940129012e-05,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_055,0.05,15.953125,-0.9375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,5.923215940129012e-05,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_055,0.05,16.5703125,-0.890625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,5.923215940129012e-05,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_055,0.05,15.8125,-0.734375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,6.313207268249243e-05,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_055,0.05,16.53125,-0.5703125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,6.313207268249243e-05,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_055,0.05,17.0234375,-0.59375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,6.313207268249243e-05,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_055,0.05,16.6328125,-0.6953125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.324704685946926e-05,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_055,0.05,15.859375,-0.953125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_055,0.05,-21.46875,0.84375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_055,0.05,-19.78125,0.3125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_055,0.05,-21.5625,0.4375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_055,0.05,-21.0,0.96875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_055,0.05,-21.125,0.6875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_055,0.05,-21.25,0.0625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_055,0.05,-20.8125,0.53125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_055,0.05,-20.6875,0.375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_055,0.05,-20.71875,0.3125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,8.970399358076975e-05,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_055,0.05,-21.59375,0.25,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.26257280775377,1.2977328356906912,9.441085421713069e-05,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_055,0.1,16.671875,-0.484375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_055,0.1,16.76171875,-0.67578125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_055,0.1,15.9375,-0.78125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_055,0.1,15.9375,-0.953125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_055,0.1,16.40625,-1.0546875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_055,0.1,15.75,-0.796875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_055,0.1,16.140625,-0.9609375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_055,0.1,16.9921875,-0.625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_055,0.1,16.5703125,-0.7578125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00017506520089227706,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_055,0.1,15.5625,-1.25,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_055,0.1,-20.71875,1.59375,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_055,0.1,-19.125,0.96875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_055,0.1,-21.1875,0.8125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_055,0.1,-19.96875,2.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_055,0.1,-20.65625,1.15625,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_055,0.1,-20.59375,0.71875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_055,0.1,-20.21875,1.125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_055,0.1,-20.25,0.8125,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_055,0.1,-20.15625,0.875,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_055,0.1,-20.84375,1.0,competence,,random,055,raw,additive,sd_matched,0.2023319442433782,0.52514561550754,2.5954656713813824,0.00020731202675960958,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_056,-0.1,17.78125,0.625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,9.185782982967794e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_056,-0.1,17.9296875,0.4921875,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_056,-0.1,17.109375,0.390625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_056,-0.1,17.4609375,0.5703125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_056,-0.1,17.734375,0.2734375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_056,-0.1,17.08984375,0.54296875,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_056,-0.1,17.875,0.7734375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_056,-0.1,18.03125,0.4140625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_056,-0.1,17.59375,0.265625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_056,-0.1,17.21875,0.40625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_056,-0.1,-20.6875,1.625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_056,-0.1,-18.40625,1.6875,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_056,-0.1,-19.84375,2.15625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_056,-0.1,-19.90625,2.0625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_056,-0.1,-19.6875,2.125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_056,-0.1,-19.0625,2.25,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_056,-0.1,-19.40625,1.9375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_056,-0.1,-18.9375,2.125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_056,-0.1,-19.0625,1.96875,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_056,-0.1,-19.46875,2.375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.5409469676513726,-2.5954656713813824,0.0002505147713236511,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_056,-0.05,17.0625,-0.09375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,6.539571768371388e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_056,-0.05,17.32421875,-0.11328125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,6.539571768371388e-05,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_056,-0.05,16.5,-0.21875,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,6.539571768371388e-05,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_056,-0.05,16.5625,-0.328125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.478310726583004e-05,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_056,-0.05,17.125,-0.3359375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_056,-0.05,16.5546875,0.0078125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_056,-0.05,17.07421875,-0.02734375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_056,-0.05,17.53125,-0.0859375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_056,-0.05,17.3046875,-0.0234375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_056,-0.05,16.609375,-0.203125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_056,-0.05,-21.1875,1.125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.5038660725113e-05,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_056,-0.05,-18.890625,1.203125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.621881377417594e-05,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_056,-0.05,-20.4375,1.5625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.621881377417594e-05,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_056,-0.05,-20.40625,1.5625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.621881377417594e-05,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_056,-0.05,-20.4375,1.375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,7.621881377417594e-05,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_056,-0.05,-19.75,1.5625,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,8.086307207122445e-05,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_056,-0.05,-20.3125,1.03125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,8.086307207122445e-05,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_056,-0.05,-19.625,1.4375,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,8.086307207122445e-05,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_056,-0.05,-19.71875,1.3125,competence,,random,056,raw,additive,sd_matched,0.20842000478606404,-0.2704734838256863,-1.2977328356906912,8.086307207122445e-05,False
