mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift
steering,competence,random_010,-0.1,0.0,-0.046875,0.046875,8,additive,sd_matched,0.21845624658940405,-0.3762826937745378,-1.722462505188849,0.00014372823352459818
steering,competence,random_010,-0.1,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.21845624658940405,-0.3762826937745378,-1.722462505188849,0.00014372823352459818
steering,competence,random_010,-0.05,0.015625,-0.0625,0.09375,8,additive,sd_matched,0.21845624658940405,-0.1881413468872689,-0.8612312525944245,6.33855743217282e-05
steering,competence,random_010,-0.05,0.015625,-0.0625,0.09375,8,norm_preserving,sd_matched,0.21845624658940405,-0.1881413468872689,-0.8612312525944245,6.33855743217282e-05
steering,competence,random_010,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.21845624658940405,0.0,0.0,0.0
steering,competence,random_010,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.21845624658940405,0.0,0.0,0.0
steering,competence,random_010,0.05,0.015625,-0.046875,0.09375,8,additive,sd_matched,0.21845624658940405,0.1881413468872689,0.8612312525944245,6.679340003756806e-05
steering,competence,random_010,0.05,0.015625,-0.046875,0.09375,8,norm_preserving,sd_matched,0.21845624658940405,0.1881413468872689,0.8612312525944245,6.679340003756806e-05
steering,competence,random_010,0.1,0.015625,-0.0625,0.125,8,additive,sd_matched,0.21845624658940405,0.3762826937745378,1.722462505188849,0.0001573406916577369
steering,competence,random_010,0.1,0.015625,-0.0625,0.125,8,norm_preserving,sd_matched,0.21845624658940405,0.3762826937745378,1.722462505188849,0.0001573406916577369
steering,competence,random_011,-0.1,0.03125,0.0,0.0625,8,additive,sd_matched,0.2066120434389562,-0.3558814979440518,-1.722462505188849,0.0002010145253734663
steering,competence,random_011,-0.1,0.03125,0.0,0.0625,8,norm_preserving,sd_matched,0.2066120434389562,-0.3558814979440518,-1.722462505188849,0.0002010145253734663
steering,competence,random_011,-0.05,0.046875,0.0,0.09375,8,additive,sd_matched,0.2066120434389562,-0.1779407489720259,-0.8612312525944245,8.348106348421425e-05
steering,competence,random_011,-0.05,0.046875,0.0,0.09375,8,norm_preserving,sd_matched,0.2066120434389562,-0.1779407489720259,-0.8612312525944245,8.348106348421425e-05
steering,competence,random_011,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.2066120434389562,0.0,0.0,0.0
