model,layer,width,vector,rank,feature_idx,effect,mean_activation,activation_frequency,top_story_ids,top_story_conditions,neuronpedia_url
google/gemma-3-27b-it,40,16k,warmth,11,1354,82.19359588623047,178.57005310058594,0.23,low_competence_t025_s00079;high_warmth_t025_s00076;low_competence_t005_s00039;low_competence_t075_s00019;low_warmth_t075_s00017,low_competence;high_warmth;low_competence;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1354
google/gemma-3-27b-it,40,16k,warmth,12,759,-80.25076293945312,187.4474639892578,0.52,low_competence_t008_s00051;low_competence_t017_s00071;low_warmth_t001_s00021;low_competence_t026_s00083;low_warmth_t048_s00117,low_competence;low_competence;low_warmth;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/759
google/gemma-3-27b-it,40,16k,warmth,13,1782,75.03307342529297,88.76045227050781,0.09,high_warmth_t049_s00120;high_competence_t049_s00122;high_warmth_t010_s00056;high_warmth_t001_s00020;high_warmth_t006_s00040,high_warmth;high_competence;high_warmth;high_warmth;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1782
google/gemma-3-27b-it,40,16k,warmth,14,1009,-70.39474487304688,17.59868621826172,0.035,low_warmth_t026_s00081;low_warmth_t097_s00197;low_warmth_t095_s00189;low_warmth_t006_s00041;low_warmth_t046_s00109,low_warmth;low_warmth;low_warmth;low_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1009
google/gemma-3-27b-it,40,16k,warmth,15,482,-70.2236328125,593.7177124023438,0.96,low_warmth_t001_s00021;high_competence_t049_s00122;low_warmth_t057_s00133;low_warmth_t008_s00049;high_warmth_t001_s00020,low_warmth;high_competence;low_warmth;low_warmth;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/482
google/gemma-3-27b-it,40,16k,warmth,16,590,-69.81016540527344,42.49912643432617,0.115,low_warmth_t049_s00121;high_competence_t038_s00106;high_competence_t079_s00170;high_competence_t057_s00134;low_competence_t058_s00139,low_warmth;high_competence;high_competence;high_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/590
google/gemma-3-27b-it,40,16k,warmth,17,741,-52.20269775390625,27.8295841217041,0.06,low_competence_t046_s00111;low_warmth_t058_s00137;low_competence_t086_s00179;low_warmth_t027_s00085;low_competence_t026_s00083,low_competence;low_warmth;low_competence;low_warmth;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/741
google/gemma-3-27b-it,40,16k,warmth,18,1815,49.70414733886719,19.486513137817383,0.04,high_warmth_t075_s00016;high_warmth_t018_s00072;high_warmth_t085_s00172;low_competence_t055_s00127;low_competence_t079_s00171,high_warmth;high_warmth;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1815
google/gemma-3-27b-it,40,16k,warmth,19,14513,-48.083526611328125,12.020881652832031,0.015,low_warmth_t086_s00177;low_warmth_t037_s00101;low_warmth_t066_s00141;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;low_warmth;low_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/14513
google/gemma-3-27b-it,40,16k,warmth,20,607,-41.062740325927734,33.005558013916016,0.035,low_warmth_t078_s00165;high_competence_t078_s00166;high_competence_t076_s00158;low_warmth_t036_s00097;low_competence_t065_s00015,low_warmth;high_competence;high_competence;low_warmth;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/607
google/gemma-3-27b-it,40,16k,warmth,21,3600,-40.24961853027344,194.99472045898438,0.355,low_warmth_t037_s00101;high_competence_t096_s00194;low_competence_t038_s00107;low_competence_t018_s00075;high_warmth_t038_s00104,low_warmth;high_competence;low_competence;low_competence;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3600
google/gemma-3-27b-it,40,16k,warmth,22,117,-39.38360595703125,23.557180404663086,0.03,high_competence_t057_s00134;low_competence_t057_s00135;low_warmth_t057_s00133;low_warmth_t004_s00033;high_competence_t055_s00126,high_competence;low_competence;low_warmth;low_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/117
google/gemma-3-27b-it,40,16k,warmth,23,1277,39.03750228881836,61.1021614074707,0.07,high_warmth_t038_s00104;low_competence_t037_s00103;low_competence_t035_s00095;high_warmth_t035_s00092;high_competence_t028_s00090,high_warmth;low_competence;low_competence;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1277
google/gemma-3-27b-it,40,16k,warmth,24,1914,38.62262725830078,45.60808563232422,0.045,high_competence_t009_s00054;low_competence_t009_s00055;high_warmth_t009_s00052;high_warmth_t016_s00064;high_competence_t087_s00182,high_competence;low_competence;high_warmth;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1914
google/gemma-3-27b-it,40,16k,warmth,25,1611,37.318992614746094,26.675243377685547,0.04,low_competence_t066_s00143;high_warmth_t018_s00072;high_competence_t066_s00142;high_competence_t026_s00082;low_competence_t026_s00083,low_competence;high_warmth;high_competence;high_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1611
google/gemma-3-27b-it,40,16k,warmth,26,8880,36.34593963623047,25.227710723876953,0.025,high_competence_t087_s00182;low_competence_t087_s00183;high_warmth_t016_s00064;high_warmth_t087_s00180;high_competence_t016_s00066,high_competence;low_competence;high_warmth;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/8880
google/gemma-3-27b-it,40,16k,warmth,27,2183,33.909175872802734,32.21152877807617,0.04,low_competence_t078_s00167;high_competence_t078_s00166;high_warmth_t058_s00136;high_warmth_t078_s00164;low_competence_t058_s00139,low_competence;high_competence;high_warmth;high_warmth;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2183
google/gemma-3-27b-it,40,16k,warmth,28,1786,-32.744361877441406,23.418668746948242,0.025,low_warmth_t095_s00189;high_warmth_t095_s00188;low_competence_t095_s00191;low_warmth_t026_s00081;low_warmth_t028_s00089,low_warmth;high_warmth;low_competence;low_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1786
google/gemma-3-27b-it,40,16k,warmth,29,9907,30.787189483642578,11.480027198791504,0.015,high_warmth_t085_s00172;high_competence_t009_s00054;high_warmth_t001_s00020;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_competence;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/9907
google/gemma-3-27b-it,40,16k,warmth,30,399,29.991413116455078,36.3756217956543,0.035,high_competence_t065_s00014;high_warmth_t065_s00012;low_competence_t065_s00015;low_competence_t068_s00151;high_competence_t068_s00150,high_competence;high_warmth;low_competence;low_competence;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/399
google/gemma-3-27b-it,40,16k,warmth,31,7315,27.462055206298828,21.692607879638672,0.015,high_competence_t068_s00150;high_warmth_t068_s00148;low_competence_t068_s00151;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/7315
google/gemma-3-27b-it,40,16k,warmth,32,958,25.371644973754883,9.041431427001953,0.015,high_warmth_t004_s00032;low_competence_t035_s00095;high_warmth_t019_s00004;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;low_competence;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/958
google/gemma-3-27b-it,40,16k,warmth,33,1149,-25.120582580566406,12.510883331298828,0.02,low_warmth_t076_s00157;low_warmth_t007_s00045;low_competence_t036_s00099;low_competence_t015_s00063;low_competence_t087_s00183,low_warmth;low_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1149
google/gemma-3-27b-it,40,16k,warmth,34,2496,25.032867431640625,26.74417495727539,0.045,high_competence_t085_s00174;high_warmth_t057_s00132;high_competence_t095_s00190;high_competence_t007_s00046;high_warmth_t005_s00036,high_competence;high_warmth;high_competence;high_competence;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2496
google/gemma-3-27b-it,40,16k,warmth,35,12455,23.502233505249023,5.875558376312256,0.005,high_warmth_t065_s00012;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/12455
google/gemma-3-27b-it,40,16k,warmth,36,252,23.474496841430664,23.386703491210938,0.03,high_competence_t069_s00154;high_warmth_t068_s00148;high_competence_t068_s00150;high_warmth_t069_s00152;low_warmth_t068_s00149,high_competence;high_warmth;high_competence;high_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/252
google/gemma-3-27b-it,40,16k,warmth,37,973,-22.90688705444336,24.9073543548584,0.04,low_warmth_t035_s00093;high_warmth_t037_s00100;low_warmth_t028_s00089;high_warmth_t095_s00188;low_warmth_t095_s00189,low_warmth;high_warmth;low_warmth;high_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/973
google/gemma-3-27b-it,40,16k,warmth,38,279,22.052236557006836,27.740009307861328,0.04,high_competence_t008_s00050;high_competence_t006_s00042;high_competence_t002_s00026;high_competence_t010_s00058;high_warmth_t008_s00048,high_competence;high_competence;high_competence;high_competence;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/279
google/gemma-3-27b-it,40,16k,warmth,39,10708,21.439424514770508,13.422576904296875,0.015,high_warmth_t045_s00008;high_warmth_t047_s00112;low_warmth_t045_s00009;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_warmth;low_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/10708
google/gemma-3-27b-it,40,16k,warmth,40,6427,-21.286096572875977,5.321524143218994,0.005,low_warmth_t095_s00189;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/6427
google/gemma-3-27b-it,40,16k,warmth,41,9820,21.015993118286133,13.661157608032227,0.015,high_warmth_t047_s00112;high_competence_t047_s00114;low_competence_t047_s00115;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/9820
google/gemma-3-27b-it,40,16k,warmth,42,236,-20.90687370300293,28.625282287597656,0.045,high_competence_t058_s00138;high_competence_t005_s00038;high_competence_t010_s00058;low_competence_t001_s00023;low_warmth_t006_s00041,high_competence;high_competence;high_competence;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/236
google/gemma-3-27b-it,40,16k,warmth,43,157,20.58833885192871,10.443604469299316,0.01,high_competence_t069_s00154;high_warmth_t069_s00152;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/157
google/gemma-3-27b-it,40,16k,warmth,44,1464,20.497173309326172,54.267616271972656,0.09,low_competence_t067_s00147;low_warmth_t045_s00009;high_competence_t004_s00034;high_warmth_t007_s00044;high_competence_t067_s00146,low_competence;low_warmth;high_competence;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1464
google/gemma-3-27b-it,40,16k,warmth,45,4327,20.400453567504883,5.100113391876221,0.005,high_warmth_t069_s00152;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4327
google/gemma-3-27b-it,40,16k,warmth,46,8830,20.13671875,20.193178176879883,0.02,low_competence_t007_s00047;high_competence_t007_s00046;high_warmth_t007_s00044;high_competence_t045_s00010;low_competence_t087_s00183,low_competence;high_competence;high_warmth;high_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/8830
google/gemma-3-27b-it,40,16k,warmth,47,847,19.48578643798828,47.20534133911133,0.055,high_warmth_t056_s00128;high_competence_t056_s00130;low_competence_t056_s00131;low_warmth_t056_s00129;high_competence_t026_s00082,high_warmth;high_competence;low_competence;low_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/847
google/gemma-3-27b-it,40,16k,warmth,48,708,19.453798294067383,8.31098747253418,0.02,high_warmth_t026_s00080;high_warmth_t028_s00088;high_competence_t036_s00098;low_competence_t036_s00099;low_competence_t087_s00183,high_warmth;high_warmth;high_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/708
google/gemma-3-27b-it,40,16k,warmth,49,2325,18.537078857421875,88.11734008789062,0.21,low_competence_t000_s00003;high_warmth_t046_s00108;low_competence_t019_s00007;low_competence_t045_s00011;low_warmth_t046_s00109,low_competence;high_warmth;low_competence;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2325
google/gemma-3-27b-it,40,16k,warmth,50,450,18.501758575439453,4.625439643859863,0.01,high_warmth_t006_s00040;high_warmth_t026_s00080;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/450
google/gemma-3-27b-it,40,16k,warmth,51,218,-17.93733024597168,4.484333038330078,0.005,low_warmth_t025_s00077;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/218
google/gemma-3-27b-it,40,16k,warmth,52,50,-17.885223388671875,234.5467529296875,0.225,high_warmth_t025_s00076;high_warmth_t075_s00016;high_competence_t025_s00078;high_warmth_t047_s00112;high_competence_t075_s00018,high_warmth;high_warmth;high_competence;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/50
google/gemma-3-27b-it,40,16k,warmth,53,6138,-17.878265380859375,65.34832000732422,0.055,low_warmth_t005_s00037;low_competence_t005_s00039;high_competence_t005_s00038;high_warmth_t005_s00036;low_warmth_t058_s00137,low_warmth;low_competence;high_competence;high_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/6138
google/gemma-3-27b-it,40,16k,warmth,54,4918,17.845073699951172,8.981854438781738,0.01,low_competence_t097_s00199;high_warmth_t097_s00196;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4918
google/gemma-3-27b-it,40,16k,warmth,55,4286,17.811079025268555,13.81656265258789,0.015,high_competence_t056_s00130;high_warmth_t056_s00128;low_competence_t056_s00131;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4286
google/gemma-3-27b-it,40,16k,warmth,56,11881,17.757286071777344,4.439321517944336,0.005,high_warmth_t055_s00124;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/11881
google/gemma-3-27b-it,40,16k,warmth,57,9588,17.71820640563965,9.021702766418457,0.01,high_competence_t095_s00190;high_warmth_t095_s00188;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/9588
google/gemma-3-27b-it,40,16k,warmth,58,3860,17.607173919677734,4.401793479919434,0.005,high_warmth_t068_s00148;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3860
google/gemma-3-27b-it,40,16k,warmth,59,14123,17.239147186279297,4.309786796569824,0.005,high_warmth_t025_s00076;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/14123
google/gemma-3-27b-it,40,16k,warmth,60,2437,16.871925354003906,18.348283767700195,0.02,low_competence_t007_s00047;high_competence_t027_s00086;high_warmth_t007_s00044;low_competence_t027_s00087;low_competence_t087_s00183,low_competence;high_competence;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2437
google/gemma-3-27b-it,40,16k,warmth,61,5686,-16.620487213134766,4.155121803283691,0.005,low_warmth_t096_s00193;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5686
google/gemma-3-27b-it,40,16k,warmth,62,15196,-16.426942825317383,4.106735706329346,0.005,low_warmth_t036_s00097;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/15196
google/gemma-3-27b-it,40,16k,warmth,63,141,-16.058025360107422,7.231231689453125,0.01,low_warmth_t025_s00077;low_competence_t025_s00079;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/141
google/gemma-3-27b-it,40,16k,warmth,64,4857,15.963376998901367,3.990844488143921,0.005,high_warmth_t004_s00032;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4857
google/gemma-3-27b-it,40,16k,warmth,65,571,15.948665618896484,3.987166404724121,0.005,high_warmth_t018_s00072;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/571
google/gemma-3-27b-it,40,16k,warmth,66,8888,-15.698604583740234,3.9246511459350586,0.005,low_warmth_t067_s00145;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/8888
google/gemma-3-27b-it,40,16k,warmth,67,2453,15.633036613464355,3.908259391784668,0.005,high_warmth_t005_s00036;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2453
google/gemma-3-27b-it,40,16k,warmth,68,2764,15.615081787109375,7.664395809173584,0.01,high_warmth_t027_s00084;high_competence_t018_s00074;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2764
google/gemma-3-27b-it,40,16k,warmth,69,16363,15.420793533325195,8.782476425170898,0.01,high_competence_t027_s00086;high_warmth_t027_s00084;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/16363
google/gemma-3-27b-it,40,16k,warmth,70,13768,-15.404946327209473,3.851236581802368,0.005,low_warmth_t002_s00025;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/13768
google/gemma-3-27b-it,40,16k,warmth,71,716,15.370997428894043,6.415891647338867,0.01,high_warmth_t028_s00088;high_competence_t028_s00090;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/716
google/gemma-3-27b-it,40,16k,warmth,72,3255,15.365550994873047,11.494768142700195,0.015,high_competence_t057_s00134;high_warmth_t057_s00132;high_competence_t055_s00126;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;high_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3255
google/gemma-3-27b-it,40,16k,warmth,73,2360,15.300756454467773,14.494040489196777,0.015,low_competence_t002_s00027;high_competence_t002_s00026;high_warmth_t002_s00024;low_competence_t097_s00199;low_competence_t087_s00183,low_competence;high_competence;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2360
google/gemma-3-27b-it,40,16k,warmth,74,898,14.964218139648438,40.673789978027344,0.055,low_competence_t066_s00143;low_competence_t025_s00079;high_warmth_t077_s00160;low_competence_t068_s00151;low_warmth_t068_s00149,low_competence;low_competence;high_warmth;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/898
google/gemma-3-27b-it,40,16k,warmth,75,3709,14.661575317382812,3.6653940677642822,0.005,high_warmth_t007_s00044;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3709
google/gemma-3-27b-it,40,16k,warmth,76,1686,14.535293579101562,36.77358627319336,0.05,high_warmth_t055_s00124;high_competence_t036_s00098;low_warmth_t055_s00125;low_competence_t036_s00099;low_warmth_t056_s00129,high_warmth;high_competence;low_warmth;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1686
google/gemma-3-27b-it,40,16k,warmth,77,13343,-14.472891807556152,34.06382751464844,0.035,low_competence_t008_s00051;high_competence_t008_s00050;low_competence_t006_s00043;high_competence_t006_s00042;high_competence_t067_s00146,low_competence;high_competence;low_competence;high_competence;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/13343
google/gemma-3-27b-it,40,16k,warmth,78,10782,13.232916831970215,3.308229446411133,0.005,high_warmth_t067_s00144;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/10782
