name,human_warm,human_competent,study,n_raters,model_warmth,model_competence,callback_margin
jay,56.039087947882734,60.045901639344265,bertrand,307,-9.162681579589844,17.342714309692383,1.75
jeffrey,46.0,26.0,neumark,1,-9.708747863769531,17.35463523864746,1.5
jennifer,64.44262295081967,60.295081967213115,farber,305,-9.466398239135742,17.630584716796875,1.625
jennifer li,52.38461538461539,65.46153846153847,oreopoulos,13,-8.651124954223633,18.43459701538086,2.0
jeremy,58.198019801980195,63.0,flake_leasure,202,-9.703088760375977,17.5721492767334,1.375
jermaine,49.74918566775244,51.16938110749186,bertrand,307,-7.888868808746338,16.636058807373047,1.625
jerry,57.5,42.5,neumark,2,-9.604988098144531,17.571455001831055,1.5
jill,60.932038834951456,60.8252427184466,bertrand,309,-9.3041353225708,17.571903228759766,1.875
jill wilson,61.93333333333333,69.93333333333334,oreopoulos,15,-8.899454116821289,18.11138343811035,1.875
jilue,52.5,46.0,neumark,2,-7.8799872398376465,17.545442581176758,1.75
joan,53.48514851485149,62.75247524752475,farber,101,-9.23503589630127,17.571590423583984,2.375
john,44.0,28.0,neumark,1,-9.85254192352295,17.70506477355957,1.875
john martin,63.833333333333336,80.25,oreopoulos,12,-9.487896919250488,18.19251823425293,2.0
john mueller,55.275,71.65,widner,40,-9.8113374710083,18.267654418945312,1.875
jonathan,63.5,54.5,neumark,4,-9.64371395111084,17.583436965942383,1.625
jonathon,67.0,65.0,neumark,1,-9.1992826461792,16.845449447631836,1.5
joseph,42.5,37.5,neumark,2,-9.332817077636719,17.51007080078125,1.875
