mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift
steering,competence,random_015,-0.05,-0.0375,-0.1,0.018906249999999146,20,norm_preserving,sd_matched,0.01897509592425037,-0.012709362704701447,-0.6697917499567814,0.00019790889928117394
steering,competence,random_015,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.01897509592425037,0.0,0.0,0.0
steering,competence,random_015,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.01897509592425037,0.0,0.0,0.0
steering,competence,random_015,0.05,-0.00625,-0.04375,0.0375,20,additive,sd_matched,0.01897509592425037,0.012709362704701447,0.6697917499567814,0.0001891368010547012
steering,competence,random_015,0.05,-0.00625,-0.04375,0.0375,20,norm_preserving,sd_matched,0.01897509592425037,0.012709362704701447,0.6697917499567814,0.0001891368010547012
steering,competence,random_015,0.1,0.0,-0.05625,0.05,20,additive,sd_matched,0.01897509592425037,0.025418725409402893,1.3395834999135627,0.00032739320886321366
steering,competence,random_015,0.1,0.0,-0.05625,0.05,20,norm_preserving,sd_matched,0.01897509592425037,0.025418725409402893,1.3395834999135627,0.00032739320886321366
steering,competence,random_016,-0.1,-0.00625,-0.05015624999999973,0.04375,20,additive,sd_matched,0.018714643275816657,-0.025069827339052303,-1.339583499913563,0.0003090734244324267
steering,competence,random_016,-0.1,-0.00625,-0.05015624999999973,0.04375,20,norm_preserving,sd_matched,0.018714643275816657,-0.025069827339052303,-1.339583499913563,0.0003090734244324267
steering,competence,random_016,-0.05,-0.04375,-0.10625,0.0125,20,additive,sd_matched,0.018714643275816657,-0.012534913669526151,-0.6697917499567815,0.00022078451002016664
steering,competence,random_016,-0.05,-0.04375,-0.10625,0.0125,20,norm_preserving,sd_matched,0.018714643275816657,-0.012534913669526151,-0.6697917499567815,0.00022078451002016664
steering,competence,random_016,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.018714643275816657,0.0,0.0,0.0
steering,competence,random_016,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.018714643275816657,0.0,0.0,0.0
steering,competence,random_016,0.05,-0.0125,-0.0875,0.05,20,additive,sd_matched,0.018714643275816657,0.012534913669526151,0.6697917499567815,0.00023715608404017985
