mode,axis,direction,strength,effect,ci_low,ci_high,n_stories,n_topics,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,competence,random_043,-0.1,-2.84765625,-3.4329882812499997,-2.25779296875,20,10,competence,,random,043,denoised
steering,competence,random_043,-0.05,-3.78212890625,-4.48706787109375,-3.072501220703126,20,10,competence,,random,043,denoised
steering,competence,random_043,0.0,0.0,0.0,0.0,20,10,competence,,random,043,denoised
steering,competence,random_043,0.05,8.27454833984375,7.6696624755859375,9.018194885253907,20,10,competence,,random,043,denoised
steering,competence,random_043,0.1,0.637078857421875,-0.5594851684570311,1.7289242553710937,20,10,competence,,random,043,denoised
steering,competence,random_044,-0.1,-3.47265625,-4.359785156249999,-2.6295117187500012,20,10,competence,,random,044,denoised
steering,competence,random_044,-0.05,2.3447265625,1.6942089843750001,3.0323364257812497,20,10,competence,,random,044,denoised
steering,competence,random_044,0.0,0.0,0.0,0.0,20,10,competence,,random,044,denoised
steering,competence,random_044,0.05,8.0096435546875,7.14382568359375,8.87864318847656,20,10,competence,,random,044,denoised
steering,competence,random_044,0.1,-0.194140625,-1.1970019531249998,0.899609375,20,10,competence,,random,044,denoised
steering,competence,random_045,-0.1,3.3273193359375,2.5347558593750006,4.083364257812501,20,10,competence,,random,045,denoised
steering,competence,random_045,-0.05,4.60029296875,3.9844677734375,5.2287109375,20,10,competence,,random,045,denoised
steering,competence,random_045,0.0,0.0,0.0,0.0,20,10,competence,,random,045,denoised
steering,competence,random_045,0.05,6.6091796875,5.1511669921875,7.9832763671875,20,10,competence,,random,045,denoised
steering,competence,random_045,0.1,-5.1138671875,-6.057451782226562,-3.9678717041015634,20,10,competence,,random,045,denoised
steering,competence,random_046,-0.1,-9.3730224609375,-10.176310424804687,-8.746703491210937,20,10,competence,,random,046,denoised
steering,competence,random_046,-0.05,-3.170361328125,-3.783846435546875,-2.5621240234375002,20,10,competence,,random,046,denoised
steering,competence,random_046,0.0,0.0,0.0,0.0,20,10,competence,,random,046,denoised
steering,competence,random_046,0.05,-5.80078125,-6.94859375,-4.485058593750001,20,10,competence,,random,046,denoised
steering,competence,random_046,0.1,-10.83359375,-11.88984375,-9.793515625000001,20,10,competence,,random,046,denoised
steering,competence,random_047,-0.1,-3.63580322265625,-4.017576599121093,-3.332295532226563,20,10,competence,,random,047,denoised
steering,competence,random_047,-0.05,-5.610546875,-6.0117236328125,-5.180458984375,20,10,competence,,random,047,denoised
steering,competence,random_047,0.0,0.0,0.0,0.0,20,10,competence,,random,047,denoised
steering,competence,random_047,0.05,2.3146484375,1.7539990234375002,2.7476904296874998,20,10,competence,,random,047,denoised
steering,competence,random_047,0.1,-5.7043212890625,-6.262463378906251,-5.1425628662109375,20,10,competence,,random,047,denoised
steering,competence,random_048,-0.1,8.16396484375,7.271096191406251,9.05208740234375,20,10,competence,,random,048,denoised
steering,competence,random_048,-0.05,1.516796875,0.5858496093750002,2.5402441406249996,20,10,competence,,random,048,denoised
steering,competence,random_048,0.0,0.0,0.0,0.0,20,10,competence,,random,048,denoised
steering,competence,random_048,0.05,-9.1625,-9.5720703125,-8.73044921875,20,10,competence,,random,048,denoised
steering,competence,random_048,0.1,-5.07802734375,-5.7033251953125,-4.447775878906251,20,10,competence,,random,048,denoised
steering,competence,random_049,-0.1,-18.95478515625,-19.9376513671875,-18.005454101562503,20,10,competence,,random,049,denoised
steering,competence,random_049,-0.05,-11.8294921875,-12.3461328125,-11.277705078124999,20,10,competence,,random,049,denoised
steering,competence,random_049,0.0,0.0,0.0,0.0,20,10,competence,,random,049,denoised
steering,competence,random_049,0.05,-1.8453125,-2.4266015625,-1.2562109375000003,20,10,competence,,random,049,denoised
steering,competence,random_049,0.1,1.0140625,0.5187109375000001,1.509375,20,10,competence,,random,049,denoised
steering,competence,warmth,-0.1,-0.3046875,-0.403125,-0.203125,20,10,competence,warmth,cross_axis,,denoised
steering,competence,warmth,-0.05,-0.115625,-0.246875,0.015625,20,10,competence,warmth,cross_axis,,denoised
steering,competence,warmth,0.0,0.0,0.0,0.0,20,10,competence,warmth,cross_axis,,denoised
