mode,axis,direction,strength,effect,ci_low,ci_high,n_stories,n_topics,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,competence,random_047,0.0,0.0,0.0,0.0,20,10,competence,,random,047,raw
steering,competence,random_047,0.05,1.0059326171875,0.6351651000976564,1.344786682128906,20,10,competence,,random,047,raw
steering,competence,random_047,0.1,-7.933984375,-8.3547998046875,-7.5192919921875,20,10,competence,,random,047,raw
steering,competence,random_048,-0.1,-7.26015625,-7.513486328125,-7.0072265625,20,10,competence,,random,048,raw
steering,competence,random_048,-0.05,-0.3723876953125,-0.9131689453124998,0.10425781249999955,20,10,competence,,random,048,raw
steering,competence,random_048,0.0,0.0,0.0,0.0,20,10,competence,,random,048,raw
steering,competence,random_048,0.05,-3.893145751953125,-4.24960693359375,-3.4632368469238295,20,10,competence,,random,048,raw
steering,competence,random_048,0.1,-5.026953125,-5.631057128906249,-4.366428222656251,20,10,competence,,random,048,raw
steering,competence,random_049,-0.1,0.501953125,-0.4337939453125,1.2322314453124998,20,10,competence,,random,049,raw
steering,competence,random_049,-0.05,-15.692578125,-16.051591796874998,-15.361909179687501,20,10,competence,,random,049,raw
steering,competence,random_049,0.0,0.0,0.0,0.0,20,10,competence,,random,049,raw
steering,competence,random_049,0.05,3.879296875,3.6767285156250002,4.075610351562499,20,10,competence,,random,049,raw
steering,competence,random_049,0.1,-4.385009765625,-4.883310546875,-3.9216674804687504,20,10,competence,,random,049,raw
steering,competence,warmth,-0.1,-1.216796875,-1.292783203125,-1.130859375,20,10,competence,warmth,cross_axis,,raw
steering,competence,warmth,-0.05,-0.77890625,-0.8363330078125,-0.716015625,20,10,competence,warmth,cross_axis,,raw
steering,competence,warmth,0.0,0.0,0.0,0.0,20,10,competence,warmth,cross_axis,,raw
steering,competence,warmth,0.05,0.83486328125,0.754864501953125,0.914456787109375,20,10,competence,warmth,cross_axis,,raw
steering,competence,warmth,0.1,1.959979248046875,1.8694149780273437,2.0751658630371095,20,10,competence,warmth,cross_axis,,raw
